iter	RMSE
745	0.1016357576
746	0.1016031805
747	0.1015803183
748	0.1015468392
749	0.1014866582
750	0.1014167052
751	0.1013767074
752	0.1013256676
753	0.1012928428
754	0.1012588245
755	0.101215586
756	0.1011678003
757	0.1011195203
758	0.1010756492
759	0.1010347229
760	0.1009724694
761	0.10092363
762	0.1008792746
763	0.1008412428
764	0.1008326254
765	0.1007885668
766	0.1007420787
767	0.1007165108
768	0.1006740324
769	0.1006044874
770	0.1005586805
771	0.1005132005
772	0.1004554038
773	0.1004084516
774	0.1003687297
775	0.1003259946
776	0.1002553105
777	0.1002292762
778	0.1001693615
779	0.1001325704
780	0.1001005239
781	0.1000489264
782	0.1000075978
783	0.09998875039
784	0.09995184066
785	0.09991973131
786	0.09987623671
787	0.09983754916
788	0.09980762068
789	0.0997748514
790	0.09972704031
791	0.0996749587
792	0.09962393751
793	0.09958390031
794	0.09955807622
795	0.09951550006
796	0.09948049044
797	0.09944594309
798	0.09941669605
799	0.09939218921
800	0.09934795415
801	0.09929878607
802	0.09927580368
803	0.09924960788
804	0.09920368907
805	0.09917540559
806	0.09913898823
807	0.09910148355
808	0.09907617567
809	0.09904809664
810	0.09901222298
811	0.09899068586
812	0.09894925047
813	0.09890596591
814	0.09886038307
815	0.0988310464
816	0.09878650438
817	0.09876535653
818	0.09873042466
819	0.09867815971
820	0.09865517661
821	0.09863419025
822	0.09860050386
823	0.09856005969
824	0.09851550728
825	0.09848938902
826	0.09843507553
827	0.09837506936
828	0.09832138756
829	0.0982847025
830	0.09824556642
831	0.09819561798
832	0.09814524555
833	0.09811681216
834	0.09808069073
835	0.09805942393
836	0.09804132944
837	0.09803197216
838	0.09797849266
839	0.09794688541
840	0.09791950291
841	0.09788737883
842	0.09785660706
843	0.0978248759
844	0.09780137939
845	0.09779044301
846	0.09775796105
847	0.09773728882
848	0.097697363
849	0.09762784337
850	0.09756867629
851	0.09754639051
852	0.0975011743
853	0.0974635712
854	0.09744132858
855	0.09740326274
856	0.09737046454
857	0.09732899329
858	0.09727133825
859	0.09721907673
860	0.0971742245
861	0.0971607839
862	0.09710194431
863	0.09704876487
864	0.09702471128
865	0.09698630544
866	0.09696777643
867	0.09692254309
868	0.09687507164
869	0.09685080415
870	0.09680390753
871	0.09676117429
872	0.09671738455
873	0.09670248492
874	0.09666264073
875	0.09663045312
876	0.0965926743
877	0.09657506631
878	0.09652021744
879	0.09651171077
880	0.0964643559
881	0.09644084296
882	0.09639096844
883	0.09634432067
884	0.0963238226
885	0.09629671104
886	0.0962604993
887	0.09623398976
888	0.09620771785
889	0.09614556508
890	0.09611018966
891	0.09609042072
892	0.0960693213
893	0.096042361
894	0.09601691451
895	0.09599500067
896	0.095973323
897	0.09594990819
898	0.09592705065
899	0.09590557429
900	0.09589102495
901	0.09586472882
902	0.09583277456
903	0.09579516334
904	0.09577437751
905	0.09574905759
906	0.09572620264
907	0.09570516115
908	0.09569348634
909	0.09567622055
910	0.09562851491
911	0.09561309386
912	0.09557561039
913	0.09554910466
914	0.09552637443
915	0.0954983296
916	0.09544897922
917	0.09542783653
918	0.09537703526
919	0.0953539358
920	0.09533965992
921	0.09531936614
922	0.09526980608
923	0.09523400353
924	0.09515279522
925	0.09511133058
926	0.09505999981
927	0.09504290945
928	0.09499230409
929	0.09496394827
930	0.0949191438
931	0.09489523504
932	0.09485087799
933	0.09481395994
934	0.09478938023
935	0.0947709323
936	0.09475228639
937	0.0947259876
938	0.09470566494
939	0.0946729404
940	0.09465170482
941	0.09463423713
942	0.09458932489
943	0.09456371101
944	0.0945229872
945	0.09449860216
946	0.0944628669
947	0.09444082159
948	0.09442013616
949	0.09437546468
950	0.09433010399
951	0.09429629683
952	0.09424408476
953	0.09420896826
954	0.09419875688
955	0.09415728425
956	0.09413947096
957	0.09410292448
958	0.094083314
959	0.0940694144
960	0.09402979168
961	0.09399959666
962	0.09395456877
963	0.09393154186
964	0.09391920858
965	0.0939010282
966	0.09388155129
967	0.09385828515
968	0.09384993497
969	0.09381454733
970	0.09379707078
971	0.09377949566
972	0.0937375809
973	0.09367909008
974	0.09364622073
975	0.09362760174
976	0.0935933895
977	0.09354623175
978	0.09350759749
979	0.09345393768
980	0.09340829964
981	0.09339088074
982	0.09335580369
983	0.09329040327
984	0.09327272188
985	0.09323165171
986	0.09318994411
987	0.09314508031
988	0.09309726952
989	0.09308177615
990	0.0930656249
991	0.09303976614
992	0.09302196581
993	0.09298594286
994	0.09297431517
995	0.09293027168
996	0.09288031794
997	0.09284474972
998	0.09279835056
999	0.09277403746
1000	0.09272679093
1001	0.09267228373
1002	0.09265531348
1003	0.0926243763
1004	0.09257213689
1005	0.0925579873
1006	0.09252894368
1007	0.09247979896
1008	0.09246581922
1009	0.0924211933
1010	0.09239659344
1011	0.09236379872
1012	0.09232223518
1013	0.09228962995
1014	0.09223732376
1015	0.0922219361
1016	0.09219151087
1017	0.09215278113
1018	0.09211104929
1019	0.09207173693
1020	0.09203273103
1021	0.09199079641
1022	0.09194312325
1023	0.09189136661
1024	0.09184834646
1025	0.09180361122
1026	0.09176091759
1027	0.09172433677
1028	0.09168072175
1029	0.09163706702
1030	0.09159630332
1031	0.09155423338
1032	0.09152510991
1033	0.09149312196
1034	0.0914473319
1035	0.09142231726
1036	0.09138489886
1037	0.09134398374
1038	0.09130359516
1039	0.09126108579
1040	0.09121070616
1041	0.09117690413
1042	0.09115331166
1043	0.09111893198
1044	0.09106881911
1045	0.09102823808
1046	0.09099510546
1047	0.09095030318
1048	0.0909108301
1049	0.09087141638
1050	0.09083218561
1051	0.09078551966
1052	0.09076405771
1053	0.09073457181
1054	0.0906937524
1055	0.09065219292
1056	0.09063800604
1057	0.09058735068
1058	0.09054021017
1059	0.09048943404
1060	0.09045407954
1061	0.09041240874
1062	0.09037386802
1063	0.09033022705
1064	0.09029172416
1065	0.09025159757
1066	0.09021316163
1067	0.09017385061
1068	0.09013537099
1069	0.09010013405
1070	0.09008508732
1071	0.09007030446
1072	0.09002629779
1073	0.08997770961
1074	0.08994898967
1075	0.08991005832
1076	0.08987492767
1077	0.08984259373
1078	0.08980178231
1079	0.08976865059
1080	0.08972788389
1081	0.08969376792
1082	0.08965910916
1083	0.08962221527
1084	0.08961512653
1085	0.08957317494
1086	0.08953389922
1087	0.08950439945
1088	0.08946061039
1089	0.08942365086
1090	0.08939461539
1091	0.08935962578
1092	0.08931356218
1093	0.08929788644
1094	0.08927870446
1095	0.08926546423
1096	0.08924821324
1097	0.08922206102
1098	0.08918938876
1099	0.08915075551
1100	0.08911769863
1101	0.08907660053
1102	0.08903409626
1103	0.08900001834
1104	0.08896701758
1105	0.08895105138
1106	0.08892884988
1107	0.08889707606
1108	0.08885183027
1109	0.08883781428
1110	0.08880019807
1111	0.08878665203
1112	0.08872851765
1113	0.08868693827
1114	0.08867188744
1115	0.08863595603
1116	0.08859414604
1117	0.08856782258
1118	0.0885348596
1119	0.08847143366
1120	0.08842073856
1121	0.08839211558
1122	0.08835709871
1123	0.08832393487
1124	0.08828297352
1125	0.08825654793
1126	0.08824374567
1127	0.08821400066
1128	0.08817753379
1129	0.08815829249
1130	0.08813046131
1131	0.08811604354
1132	0.08808880462
1133	0.08805609233
1134	0.08802696693
1135	0.08799645688
1136	0.08794953751
1137	0.08791085714
1138	0.08788534071
1139	0.08785023112
1140	0.08782861821
1141	0.08779887363
1142	0.0877640609
1143	0.08771952931
1144	0.08768532831
1145	0.08765560736
1146	0.08764380478
1147	0.08761338437
1148	0.0875812533
1149	0.08756256375
1150	0.08754944749
1151	0.08753480075
1152	0.08752219028
1153	0.08749199543
1154	0.08747049991
1155	0.08743971023
1156	0.08741677039
1157	0.08737157898
1158	0.08734130755
1159	0.08731515208
1160	0.08728183899
1161	0.08725306702
1162	0.08722797485
1163	0.08720127314
1164	0.08716530975
1165	0.08712361339
1166	0.08711149017
1167	0.08709884674
1168	0.08707281797
1169	0.08703814158
1170	0.08702427998
1171	0.08697845098
1172	0.08694347548
1173	0.08690452909
1174	0.08685923419
1175	0.08681735738
1176	0.08679390313
1177	0.08676506183
1178	0.08672816588
1179	0.08670197168
1180	0.08666411667
1181	0.08663455582
1182	0.08660452605
1183	0.08657719329
1184	0.08654740531
1185	0.08650428755
1186	0.08647682398
1187	0.0864490145
1188	0.08641219122
1189	0.08637584618
1190	0.08636498369
1191	0.08633364148
1192	0.08631067938
1193	0.08628273234
1194	0.0862641283
1195	0.08624902944
1196	0.08621409762
1197	0.08618950866
1198	0.08615857374
1199	0.08612111074
1200	0.08609086754
1201	0.08605989791
1202	0.08603234817
1203	0.0860203352
1204	0.08598967675
1205	0.08596314229
1206	0.08593976237
1207	0.08590356811
1208	0.08587067726
1209	0.08584714351
1210	0.08581709595
1211	0.08579483857
1212	0.08576428719
1213	0.08573762202
1214	0.08571002736
1215	0.08567840132
1216	0.08566429919
1217	0.08562061645
1218	0.08561020324
1219	0.08558331953
1220	0.0855689033
1221	0.0855550015
1222	0.08554077361
1223	0.0855044675
1224	0.08547329159
1225	0.08544548584
1226	0.08542490976
1227	0.08539295381
1228	0.08535904216
1229	0.08533142937
1230	0.08531803265
1231	0.08529091989
1232	0.0852569815
1233	0.08522504016
1234	0.08518944364
1235	0.08516306864
1236	0.08512500892
1237	0.08508985563
1238	0.08506511818
1239	0.08505188453
1240	0.08503151187
1241	0.08500039764
1242	0.08497136784
1243	0.08495109514
1244	0.08491146146
1245	0.08487072516
1246	0.08484012133
1247	0.08481707058
1248	0.08478150139
1249	0.08476472972
1250	0.08474201213
1251	0.08471500363
1252	0.0846874798
1253	0.0846633984
1254	0.0846293892
1255	0.08459480267
1256	0.08456474044
1257	0.08455419137
1258	0.08452855275
1259	0.08449966137
1260	0.08446430776
1261	0.08446003799
1262	0.08443277649
1263	0.08440225799
1264	0.08436977228
1265	0.08436275441
1266	0.08432044272
1267	0.08429743455
1268	0.084287228
1269	0.08425611156
1270	0.08424606522
1271	0.08423165189
1272	0.08419712299
1273	0.08417011285
1274	0.08414358743
1275	0.08411045243
1276	0.08404610957
1277	0.08402147552
1278	0.08399417237
1279	0.08396534678
1280	0.08392088365
1281	0.083881692
1282	0.08385576878
1283	0.083828997
1284	0.08380224061
1285	0.08377681152
1286	0.08377174855
1287	0.08374276423
1288	0.08371397152
1289	0.08367939273
1290	0.08365338226
1291	0.08362730062
1292	0.08359624802
1293	0.08356716579
1294	0.08353566629
1295	0.08351262082
1296	0.08348270847
1297	0.08346085571
1298	0.08343128292
1299	0.08340990083
1300	0.08339990173
1301	0.08336752229
1302	0.08333852514
1303	0.08331208827
1304	0.08328327138
1305	0.0832578158
1306	0.08322328803
1307	0.08320081216
1308	0.08316197914
1309	0.08313831952
1310	0.0830812343
1311	0.08304958654
1312	0.08302433993
1313	0.08300106379
1314	0.08297415833
1315	0.08296141385
1316	0.08293786341
1317	0.08290719589
1318	0.08287778389
1319	0.08285559641
1320	0.08281841036
1321	0.08279935801
1322	0.08277398371
1323	0.08274860941
1324	0.0827174351
1325	0.08270748388
1326	0.08267576524
1327	0.08264665199
1328	0.08263732241
1329	0.08260823268
1330	0.08256197679
1331	0.08253355445
1332	0.08250728953
1333	0.08249365635
1334	0.08245533934
1335	0.0824311351
1336	0.08240878686
1337	0.0823729198
1338	0.08235032972
1339	0.08230600412
1340	0.08228739669
1341	0.08225006833
1342	0.08222516317
1343	0.08219995571
1344	0.08216593532
1345	0.08212545318
1346	0.08209996873
1347	0.08206840116
1348	0.08203151398
1349	0.08201031788
1350	0.08198459506
1351	0.08195977608
1352	0.08193277519
1353	0.08191222011
1354	0.08187934791
1355	0.08186116424
1356	0.08183656882
1357	0.08180692013
1358	0.08177540047
1359	0.08173328455
1360	0.08170895543
1361	0.08167969997
1362	0.0816548476
1363	0.08162551418
1364	0.08159658836
1365	0.08158525051
1366	0.08156352323
1367	0.08154015148
1368	0.08150675642
1369	0.08148082534
1370	0.08145081676
1371	0.08142225997
1372	0.08139393719
1373	0.08136220961
1374	0.08133341986
1375	0.08131045865
1376	0.08127749456
1377	0.08125525673
1378	0.08122756108
1379	0.08120983717
1380	0.08117730337
1381	0.08114323089
1382	0.08112072131
1383	0.08110959896
1384	0.0810920556
1385	0.08106158039
1386	0.08104936093
1387	0.08102318433
1388	0.08099480356
1389	0.08095385527
1390	0.08092769207
1391	0.08090317376
1392	0.08088191161
1393	0.08086660082
1394	0.08084404952
1395	0.0808342812
1396	0.08081217511
1397	0.08079891808
1398	0.08078228195
1399	0.08075475127
1400	0.08071215981
1401	0.08068337435
1402	0.08067093296
1403	0.08064496029
1404	0.08061955872
1405	0.08060264519
1406	0.08055898813
1407	0.0805472956
1408	0.08052373873
1409	0.08049863464
1410	0.08048348787
1411	0.08045097941
1412	0.08041710796
1413	0.08040061582
1414	0.08038172987
1415	0.08035705874
1416	0.08033405738
1417	0.08031345908
1418	0.08028841861
1419	0.08026667604
1420	0.08023731484
1421	0.08020910452
1422	0.0801816539
1423	0.08016299038
1424	0.08013711543
1425	0.0801073893
1426	0.08006557347
1427	0.08004300861
1428	0.08001729265
1429	0.07999274777
1430	0.07996960098
1431	0.07995854042
1432	0.07992581788
1433	0.0798953722
1434	0.07987244877
1435	0.07984321942
1436	0.07981131651
1437	0.07978684657
1438	0.0797537266
1439	0.07973587794
1440	0.07971162022
1441	0.07968896523
1442	0.07967368653
1443	0.07965572533
1444	0.07963127144
1445	0.07962390795
1446	0.07960508684
1447	0.07958143359
1448	0.07953930043
1449	0.07952730159
1450	0.07950629265
1451	0.07948411507
1452	0.07945943254
1453	0.07943095644
1454	0.0794085211
1455	0.07938499892
1456	0.07936125288
1457	0.07933065888
1458	0.07929485087
1459	0.07926676348
1460	0.07923739872
1461	0.07920866346
1462	0.0791845672
1463	0.07914437958
1464	0.07911961923
1465	0.07909599557
1466	0.07906594042
1467	0.07904578611
1468	0.07902203331
1469	0.0790020373
1470	0.07897140706
1471	0.07894809328
1472	0.07893071354
1473	0.07890387579
1474	0.07889654763
1475	0.07888267444
1476	0.07885953373
1477	0.07883661249
1478	0.07881254048
1479	0.07879026808
1480	0.07877618059
1481	0.07875402142
1482	0.07872110416
1483	0.07869731387
1484	0.07867249733
1485	0.07866799861
1486	0.07864313649
1487	0.07861856615
1488	0.07859335776
1489	0.07856640353
1490	0.07854532002
1491	0.07852405821
1492	0.0785070191
1493	0.07847896609
1494	0.07845203751
1495	0.07843124742
1496	0.07839476671
1497	0.0783727694
1498	0.07835907478
1499	0.07833511525
1500	0.07830654735
1501	0.07828364586
1502	0.07826664781
1503	0.07824482658
1504	0.07822306361
